"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
" Skyview Pkwy and Country Hills Boulevard NE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/30 07:26:56 PM","2024/06/30 08:33:27 PM","NE","-113.95259796912","51.15418796525","1","2024-06-30T19:26:5651.154187965247104-113.95259796911596","POINT (-113.95259796911596 51.154187965247104)"
" Howse Rise north of 144 Avenue NE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/30 07:08:09 PM","2024/06/30 07:27:42 PM","NE","-114.05909388292","51.18434983644","1","2024-06-30T19:08:0951.184349836440404-114.05909388291583","POINT (-114.05909388291583 51.184349836440404)"
" Belmont Avenue and Belmont Drive SW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/30 05:56:07 PM","2024/06/30 05:57:47 PM","SW","-114.0642556862","50.86545579085","1","2024-06-30T17:56:0750.865455790854014-114.064255686201","POINT (-114.064255686201 50.865455790854014)"
" 7 Street and 20 Avenue NW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/29 07:02:12 PM","2024/06/29 07:53:09 PM","NW","-114.07891882063","51.0705398784","1","2024-06-29T19:02:1251.0705398783982-114.07891882063122","POINT (-114.07891882063122 51.0705398783982)"
" Northbound John Laurie Blvd and 53 Street NW ","There is an incident involving a pedestrian- EMS on site. Blocking multi lanes","2024/06/29 04:12:01 PM","2024/06/29 04:31:08 PM","NW","-114.15438345504","51.1151896","1","2024-06-29T16:12:0151.11518960000091-114.15438345503796","POINT (-114.15438345503796 51.11518960000091)"
" Heritage Drive and Flint Road SE ","There is an incident involving a pedestrian- EMS on site. Blocking multi lanes","2024/06/29 03:15:25 PM","2024/06/29 03:19:20 PM","NW","-114.06795584751","50.9795682779","1","2024-06-29T15:15:2550.97956827790204-114.06795584750817","POINT (-114.06795584750817 50.97956827790204)"
" Northmount Drive and Brown Cr NW ","There is an incident involving a pedestrian- EMS on site.","2024/06/26 05:22:26 PM","2024/06/26 05:26:20 PM","NW","-114.13214632312","51.09445669551","1","2024-06-26T17:22:2651.09445669551248-114.1321463231243","POINT (-114.1321463231243 51.09445669551248)"
" 8 Avenue and 19 Street NE ","There is an incident involving a pedestrian- EMS on site.","2024/06/26 06:48:03 AM","2024/06/26 07:16:12 AM","NE","-114.01329787227","51.05960461731","1","2024-06-26T06:48:0351.05960461731343-114.01329787226788","POINT (-114.01329787226788 51.05960461731343)"
" 60 Street and Pineson Pl NE ","There is an incident involving a pedestrian- EMS on site.","2024/06/25 03:33:39 PM","2024/06/25 03:34:53 PM","NE","-113.94671515163","51.07519296333","1","2024-06-25T15:33:3951.07519296333142-113.94671515162678","POINT (-113.94671515162678 51.07519296333142)"
" Southbound Stoney Trail approaching McKnight Blvd NE ","There is an incident involving a pedestrian- EMS on site. SB is closed from 96 Ave to McKnight Blvd","2024/06/25 03:58:53 AM","2024/06/25 04:15:32 AM","NE","-113.92047463839","51.10965125107","1","2024-06-25T03:58:5351.10965125106674-113.92047463839319","POINT (-113.92047463839319 51.10965125106674)"
" Southbound Stoney Trail approaching McKnight Blvd NE ","There is an incident involving a pedestrian- EMS on site.","2024/06/25 03:58:53 AM","2024/06/25 04:02:07 AM","NE","-113.920407207","51.10916810221","1","2024-06-25T03:58:5351.10916810221254-113.9204072069981","POINT (-113.9204072069981 51.10916810221254)"
" Southbound Stoney Trail approaching McKnight Blvd NE ","There is an incident involving a pedestrian- EMS on site. SB is closed from 96 Ave to McKnight Blvd, major delays in the area","2024/06/25 03:58:53 AM","2024/06/25 09:38:33 AM","NE","-113.92162718504","51.14411638751","1","2024-06-25T03:58:5351.144116387514416-113.92162718504343","POINT (-113.92162718504343 51.144116387514416)"
" Elbow Drive and Mayfair Road SW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/24 04:28:53 PM","2024/06/24 05:19:48 PM","SW","-114.08314233497","50.99979885706","1","2024-06-24T16:28:5350.99979885706316-114.0831423349747","POINT (-114.0831423349747 50.99979885706316)"
" 1 Street and 4 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2024/06/24 12:38:38 PM","2024/06/24 12:42:00 PM","SE","-114.06030023876","51.04925982413","1","2024-06-24T12:38:3851.049259824133536-114.06030023876096","POINT (-114.06030023876096 51.049259824133536)"
" 4 Street at 5 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2024/06/24 04:21:40 AM","2024/06/24 04:25:26 AM","SE","-114.05294618898","51.04802424267","1","2024-06-24T04:21:4051.048024242668674-114.05294618897986","POINT (-114.05294618897986 51.048024242668674)"
" 48 Street and Bowness Road NW ","There is an incident involving a pedestrian- EMS on site.","2024/06/23 12:29:06 PM","2024/06/23 12:29:49 PM","NW","-114.16370421593","51.07503529213","1","2024-06-23T12:29:0651.075035292127204-114.16370421593356","POINT (-114.16370421593356 51.075035292127204)"
" Prestwick Ci and Prestwick Pl SE ","There is an incident involving a pedestrian- EMS on site.","2024/06/22 07:13:52 AM","2024/06/22 07:15:58 AM","SE","-113.96073573671","50.92660815505","1","2024-06-22T07:13:5250.9266081550548-113.9607357367088","POINT (-113.9607357367088 50.9266081550548)"
" Marbank Drive and 43 Street NE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/21 08:03:00 PM","2024/06/21 08:29:05 PM","NE","-113.97175369726","51.0634787722","1","2024-06-21T20:03:0051.06347877220122-113.97175369725866","POINT (-113.97175369725866 51.06347877220122)"
" Skyview Ranch Drive and Skyview Springs CM NE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/20 08:29:33 PM","2024/06/20 08:43:20 PM","NE","-113.96167478677","51.1625766608","1","2024-06-20T20:29:3351.162576660804056-113.96167478677178","POINT (-113.96167478677178 51.162576660804056)"
" Parkdale Boulevard and 27 Street NW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/19 02:36:46 PM","2024/06/19 03:33:18 PM","NW","-114.12551976684","51.05417354685","1","2024-06-19T14:36:4651.054173546847586-114.12551976684398","POINT (-114.12551976684398 51.054173546847586)"
" 210 Aspen Glen LD SW ","There is an incident involving a pedestrian- EMS on site.","2024/06/16 07:01:33 PM","2024/06/16 07:15:18 PM","SW","-114.20553028441","51.03887773702","1","2024-06-16T19:01:3351.03887773701978-114.20553028440882","POINT (-114.20553028440882 51.03887773701978)"
" Eastbound 17 Avenue at 68 Street SE ","There is an incident involving a pedestrian- EMS on site.","2024/06/16 09:37:44 AM","2024/06/16 09:53:31 AM","SE","-113.9355298178","51.03786598476","1","2024-06-16T09:37:4451.037865984756166-113.93552981780338","POINT (-113.93552981780338 51.037865984756166)"
" 3412 27 Street NE ","There is an incident involving a pedestrian- EMS on site.","2024/06/15 04:51:25 PM","2024/06/15 04:53:49 PM","NE","-113.99393918592","51.08333665421","1","2024-06-15T16:51:2551.083336654207756-113.99393918592085","POINT (-113.99393918592085 51.083336654207756)"
" 15 Avenue at Macleod Trail SE ","There is an incident involving a pedestrian- EMS on site.","2024/06/14 12:16:44 PM","2024/06/14 12:51:35 PM","SE","-114.05861577622","51.03843110637","1","2024-06-14T12:16:4451.03843110637286-114.0586157762156","POINT (-114.0586157762156 51.03843110637286)"
" 17 Avenue and Barlow Trail SE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/12 04:44:23 PM","2024/06/12 04:48:22 PM","SE","-113.99796901856","51.03781965192","1","2024-06-12T16:44:2351.03781965192447-113.99796901856219","POINT (-113.99796901856219 51.03781965192447)"
" 14 Avenue and 2 Street SW ","There is an incident involving a pedestrian- EMS on site.","2024/06/12 08:35:23 AM","2024/06/12 09:07:32 AM","SW","-114.0683689753","51.03966819039","1","2024-06-12T08:35:2351.03966819038898-114.06836897530475","POINT (-114.06836897530475 51.03966819038898)"
" 10 Avenue and 16 Street SW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/11 11:53:01 PM","2024/06/12 12:27:18 AM","SW","-114.09917625779","51.04433380853","1","2024-06-11T23:53:0151.04433380853152-114.09917625779113","POINT (-114.09917625779113 51.04433380853152)"
" 17 Avenue and Costello Boulevard SW ","There is an incident involving a pedestrian- EMS on site. Blocking the WB to NB right turn","2024/06/06 06:42:07 AM","2024/06/06 06:44:34 AM","SW","-114.17014704139","51.03788801793","1","2024-06-06T06:42:0751.03788801792923-114.17014704139004","POINT (-114.17014704139004 51.03788801792923)"
" Silverado Wy and Silverado Saddle Cr SW ","There is an incident involving a pedestrian- EMS on site.","2024/06/05 02:42:31 PM","2024/06/05 03:24:18 PM","SW","-114.07941419262","50.88150538848","1","2024-06-05T14:42:3150.8815053884763-114.07941419262178","POINT (-114.07941419262178 50.8815053884763)"
" 1 Street and 10 Avenue SW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/04 11:07:16 AM","2024/06/04 01:17:56 PM","SW","-114.06566159705","51.04339518061","1","2024-06-04T11:07:1651.043395180614674-114.06566159704762","POINT (-114.06566159704762 51.043395180614674)"
" Symons Valley Py and Evanston Drive NW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/04 07:04:42 AM","2024/06/04 07:05:45 AM","NW","-114.10831775138","51.17351936567","1","2024-06-04T07:04:4251.173519365671076-114.10831775138311","POINT (-114.10831775138311 51.173519365671076)"
" 20 Street and 44 Avenue SW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/06/03 03:45:38 PM","2024/06/03 03:57:07 PM","SW","-114.10932279978","51.0142352214","1","2024-06-03T15:45:3851.014235221404-114.10932279978205","POINT (-114.10932279978205 51.014235221404)"
" Southbound 14 Street and 14 Avenue SW ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2024/06/03 08:39:56 AM","2024/06/03 08:41:19 AM","SW","-114.09471000421","51.04041493017","1","2024-06-03T08:39:5651.04041493016685-114.09471000420879","POINT (-114.09471000420879 51.04041493016685)"
" Carrington Pz and 140 Avenue NW ","There is an incident involving a pedestrian- EMS on site.","2024/06/02 05:44:27 PM","2024/06/02 06:45:38 PM","NW","-114.09184995223","51.18151894272","1","2024-06-02T17:44:2751.181518942717155-114.09184995223048","POINT (-114.09184995223048 51.181518942717155)"
" Everridge Drive and Eversyde Ci SW ","There is an incident involving a pedestrian- EMS on site.","2024/06/02 01:50:23 PM","2024/06/02 01:53:17 PM","SW","-114.10607036787","50.91126509111","1","2024-06-02T13:50:2350.91126509110798-114.10607036786607","POINT (-114.10607036786607 50.91126509110798)"
" Erin Woods Drive and Erin Croft Cr SE ","There is an incident involving a pedestrian- EMS on site.","2024/06/01 04:25:26 PM","2024/06/01 05:29:55 PM","SE","-113.9668294964","51.02396202","1","2024-06-01T16:25:2651.02396201999652-113.96682949640434","POINT (-113.96682949640434 51.02396201999652)"
" Chaparral Valley Drive and 194 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2024/06/01 01:59:40 PM","2024/06/01 02:49:39 PM","SE","-114.01338954168","50.87766458914","1","2024-06-01T13:59:4050.877664589139236-114.01338954168051","POINT (-114.01338954168051 50.877664589139236)"
" 4 Street and 8 Avenue SW ","There is an incident involving a pedestrian- EMS on site.","2024/05/31 05:09:22 PM","2024/05/31 06:17:19 PM","SW","-114.07153800835","51.04621208092","1","2024-05-31T17:09:2251.04621208091521-114.07153800834942","POINT (-114.07153800834942 51.04621208091521)"
" Country Village Road and Country Village Li NE ","There is an incident involving a pedestrian- EMS on site.","2024/05/31 09:27:33 AM","2024/05/31 10:04:00 AM","NE","-114.06818493779","51.16035172738","1","2024-05-31T09:27:3351.16035172738014-114.06818493778984","POINT (-114.06818493778984 51.16035172738014)"
" Northbound Macleod Trail and 15 Avenue SE ","There is an incident involving a pedestrian- EMS on site.  Blocking the left lane","2024/05/30 11:59:18 AM","2024/05/30 12:40:53 PM","SE","-114.05861577622","51.03843110637","1","2024-05-30T11:59:1851.03843110637286-114.0586157762156","POINT (-114.0586157762156 51.03843110637286)"
" 9 Avenue and 14 Street SE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/05/29 05:15:29 PM","2024/05/29 05:45:03 PM","SE","-114.02897397939","51.0391661577","1","2024-05-29T17:15:2951.03916615770087-114.02897397939344","POINT (-114.02897397939344 51.03916615770087)"
" 16 Avenue and Centre Street N ","There is an incident involving a pedestrian- EMS on site. Blocking the WB right lane","2024/05/28 09:17:45 PM","2024/05/28 09:19:49 PM","NW","-114.06292870758","51.06702885457","1","2024-05-28T21:17:4551.06702885457235-114.06292870757564","POINT (-114.06292870757564 51.06702885457235)"
" 16 Avenue and Centre Street N ","There is an incident involving a pedestrian- EMS on site. Blocking the WB and SB right lane","2024/05/28 09:17:45 PM","2024/05/28 10:09:59 PM","NW","-114.06251036661","51.06637957319","1","2024-05-28T21:17:4551.06637957318595-114.06251036661234","POINT (-114.06251036661234 51.06637957318595)"
" 50 Street and 110 Avenue SE ","There is an incident involving a pedestrian- EMS on site.","2024/05/28 06:39:14 PM","2024/05/28 07:22:13 PM","SE","-113.96160409395","50.95396262686","1","2024-05-28T18:39:1450.95396262686035-113.96160409395466","POINT (-113.96160409395466 50.95396262686035)"
" Silverado Range Pl and Silverado Range Ht SW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/05/26 07:12:35 PM","2024/05/26 08:04:58 PM","SW","-114.07209667118","50.88483238593","1","2024-05-26T19:12:3550.88483238592806-114.0720966711821","POINT (-114.0720966711821 50.88483238592806)"
" Carringham Wy south of Carringham Gate NW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/05/21 05:25:42 PM","2024/05/21 06:27:18 PM","NW","-114.09195742909","51.18514487158","1","2024-05-21T17:25:4251.18514487157894-114.09195742908682","POINT (-114.09195742908682 51.18514487157894)"
" Edgebrook Drive north of Edgebrook Cl NW ","There is an incident involving a pedestrian- EMS Dispatched.","2024/05/21 03:56:01 PM","2024/05/21 04:43:56 PM","NW","-114.13445860217","51.13235317945","1","2024-05-21T15:56:0151.132353179446895-114.13445860217473","POINT (-114.13445860217473 51.132353179446895)"
" Northbound Macleod Trail at 11 Avenue SE ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2024/05/19 12:55:22 AM","2024/05/19 12:59:56 AM","SE","-114.05833751588","51.04223336658","1","2024-05-19T00:55:2251.042233366579836-114.0583375158788","POINT (-114.0583375158788 51.042233366579836)"
" Memorial Drive and 47 Street SE ","There is an incident involving a pedestrian- EMS on site. Memorial Dr is closed in both directions between 44 St and 52 St SE.","2024/05/18 12:22:06 AM","2024/05/18 03:01:46 AM","SE","-113.96359985563","51.05278469266","1","2024-05-18T00:22:0651.05278469265986-113.96359985562684","POINT (-113.96359985562684 51.05278469265986)"
" Taracove Estate Drive and Taravista Drive NE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/05/17 08:23:53 PM","2024/05/17 08:29:52 PM","NE","-113.94052800983","51.12134626523","1","2024-05-17T20:23:5351.12134626523429-113.94052800982791","POINT (-113.94052800982791 51.12134626523429)"
" 68 Avenue and 44 Street SE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/05/17 05:15:54 PM","2024/05/17 06:09:39 PM","SE","-113.97012845343","50.9940864264","1","2024-05-17T17:15:5450.994086426398106-113.970128453432","POINT (-113.970128453432 50.994086426398106)"
" Ranchero Drive and Ranchlands Boulevard NW ","There is an incident involving a pedestrian- EMS on site.","2024/05/15 09:46:32 AM","2024/05/15 10:05:26 AM","NW","-114.19400023279","51.12052391746","1","2024-05-15T09:46:3251.12052391746279-114.1940002327857","POINT (-114.1940002327857 51.12052391746279)"
" Redstone Drive and Redstone Boulevard NE ","There is an incident involving a pedestrian- EMS Dispatched.","2024/05/14 08:27:06 PM","2024/05/14 09:02:53 PM","NE","-113.95121564739","51.16847638204","1","2024-05-14T20:27:0651.16847638203798-113.95121564738912","POINT (-113.95121564738912 51.16847638203798)"
" 12 Avenue and 1 Street SE ","There is an incident involving a pedestrian- EMS on site. Blocking the right lane","2024/05/12 11:41:33 PM","2024/05/12 11:47:52 PM","NW","-114.06086535469","51.04135755573","1","2024-05-12T23:41:3351.04135755573323-114.06086535469366","POINT (-114.06086535469366 51.04135755573323)"
