INCIDENT INFO,START_DT,QUADRANT,Longitude,Latitude,DESCRIPTION_CLEAN
 5 Street and 8 Avenue SW ,2023-09-22 08:37:39,NW,-114.07388293555,51.0458391664,Pedestrian incident - EMS on site
 33 Street and 5 Avenue NE ,2023-09-21 18:03:29,NE,-113.98600049072,51.05701414985,Pedestrian incident - EMS on site
 Abingdon Cr and Abbotsford Drive NE ,2023-09-20 21:18:51,NE,-113.92686721596,51.06176169183,Pedestrian incident - EMS on site
 55 Avenue and 3 Street SW ,2023-09-20 09:20:54,SE,-114.07006288048,51.0040621251,Pedestrian incident - EMS on site
 26 Avenue and 50 Street NE ,2023-09-18 15:12:51,NE,-113.96131175649,51.07624807108,Pedestrian incident - EMS on site
 Signal Hill CE and Stewart Gr SW ,2023-09-18 14:51:01,SW,-114.17104763151,51.01724898304,Pedestrian incident - EMS on site
 7020 4 Street NW ,2023-09-17 16:53:13,NE,-114.07023167549,51.11604810924,Pedestrian incident - EMS on site
 Southbound 36 Street at Whitehorn Drive NE ,2023-09-17 05:37:48,NE,-113.98195308118,51.08533831733,Pedestrian incident - EMS on site
 Southbound 36 Street approaching 32 Avenue NE ,2023-09-17 05:37:48,NE,-113.9817599777,51.08639736033,Pedestrian incident - EMS on site
 36 Street at Whitehorn Drive NE ,2023-09-17 05:37:48,NE,-113.98198433698,51.08534425533,Pedestrian incident - EMS on site
 Southbound 36 Street approaching 32 Avenue NE ,2023-09-17 05:37:48,NE,-113.98193071622,51.08559218216,Pedestrian incident - EMS on site
 Westbound 17 Avenue at Stoney Trail SE ,2023-09-15 09:26:24,SE,-113.92475196926,51.03785046282,Pedestrian incident - EMS on site
 Berkshire Boulevard and Beddington Boulevard NW ,2023-09-15 08:44:55,NW,-114.08915364531,51.13355695628,Pedestrian incident - EMS on site
 Heritage Drive and Fairview Drive SE ,2023-09-15 08:27:23,SE,-114.06375898119,50.97956695802,Pedestrian incident - EMS on site
 Falconridge Boulevard and Castlebrook Drive NE ,2023-09-14 08:44:21,NE,-113.95659808241,51.10314052439,Pedestrian incident - EMS on site
 24 Avenue and Upper Pl NW ,2023-09-14 08:11:07,NW,-114.13266594672,51.0742907338,Pedestrian incident - EMS on site
 Southbound 37 Street south of 17 Avenue SW ,2023-09-13 16:13:21,SW,-114.1414119737,51.03742585943,Pedestrian incident - EMS dispatched
 37 Street and 25 Avenue SW ,2023-09-12 12:42:11,SW,-114.1411960809,51.03160129891,Pedestrian incident - EMS on site
 Carrington Boulevard and Carringsby Landing NW ,2023-09-12 11:28:36,NW,-114.08830476683,51.17869932049,Pedestrian incident - EMS on site
 Centre Street and 19 Avenue N ,2023-09-08 17:52:27,NE,-114.06247859751,51.06969975537,Pedestrian incident - EMS dispatched
 4 Street and 26 Avenue SW ,2023-09-08 17:20:27,SW,-114.07151187329,51.02969955353,Pedestrian incident - EMS dispatched
 Sarcee Trail and 34 Avenue NW ,2023-09-07 16:32:33,NW,-114.18911789342,51.08361976344,Pedestrian incident - EMS on site
 5 Street and 4 Avenue SW ,2023-09-07 15:46:25,NW,-114.07357506393,51.04963437511,Pedestrian incident - EMS on site
 24 Street and 162 Avenue SW ,2023-09-07 07:49:15,SW,-114.11719163322,50.9063758839,Pedestrian incident - EMS on site
 10 Avenue at 1 Street SE ,2023-09-05 09:30:22,SE,-114.06072866217,51.0432553605,Pedestrian incident - EMS on site
 Rundlehorn Drive and 56 Street NE ,2023-09-04 22:33:16,NE,-113.95255914764,51.07155699402,Pedestrian incident - EMS on site
 Westbound 16 Avenue approaching 44 Street NW ,2023-09-04 00:12:24,NW,-114.15955045919,51.06908383165,Pedestrian incident - EMS on site
 16 Avenue at 44 Street NW ,2023-09-04 00:12:24,NW,-114.1598377138,51.06930179912,Pedestrian incident - EMS dispatched
 7 Avenue and 4 Street SW ,2023-09-02 23:48:51,NW,-114.07147706769,51.0467382872,Pedestrian incident - EMS on site
 10 Avenue at 16 Street SW ,2023-09-02 19:42:57,SW,-114.09917625779,51.04433380853,Pedestrian incident - EMS on site
 Hubalta Road and 52 Street SE ,2023-09-02 17:37:10,SE,-113.95939643667,51.03330407815,Pedestrian incident - EMS on site
 Westbound 11 Avenue at 12 Street SW ,2023-09-01 15:30:10,SW,-114.09156373523,51.04318762577,Pedestrian incident - EMS on site
 Eastbound Glenmore Trail at Elbow Drive SW ,2023-08-31 14:19:29,SW,-114.08562831756,50.99409770246,Pedestrian incident - EMS on site
 3 Street south of 5 Avenue SE ,2023-08-29 22:10:11,NE,-114.05546828254,51.0479595156,Pedestrian incident - EMS on site
 3 Street south of 5 Avenue SE ,2023-08-29 22:10:11,NE,-114.0554690941,51.04792256743,Pedestrian incident - EMS on site
 71 Street and 34 Avenue NW ,2023-08-29 08:07:30,NW,-114.19059760681,51.08381126798,Pedestrian incident - EMS on site
 Eastbound 12 Avenue at 8 Street SW ,2023-08-27 21:50:24,SW,-114.08152367941,51.04194018249,Pedestrian incident - EMS on site
 Westbound 6 Avenue and 3 Street SE ,2023-08-26 19:30:27,NE,-114.05550763576,51.04723618328,Pedestrian incident - EMS on site
 Southbound 14 Street at Bowness Road NW ,2023-08-26 09:19:59,NW,-114.09475636673,51.05111932846,Pedestrian incident - EMS on site
 Eastbound 12 Avenue at 4 Street SW ,2023-08-25 23:14:35,SW,-114.07148080218,51.04165908446,Pedestrian incident - EMS on site
 14 Street and North Haven Drive NW ,2023-08-21 21:02:13,NW,-114.09476769193,51.09215889053,Pedestrian incident - EMS on site
 6 Avenue approaching 7 Street SW ,2023-08-20 01:49:28,NW,-114.07744696768,51.04785010952,Pedestrian incident - EMS dispatched
 6 Avenue approaching 7 Street SW ,2023-08-20 01:49:28,NW,-114.07866483601,51.04789226711,Pedestrian incident - EMS dispatched
 Eastbound Southland Drive and 2 Street SE ,2023-08-19 07:44:47,SE,-114.06512287385,50.96495204172,Pedestrian incident - EMS on site
 5 Avenue and 8 Street SW ,2023-08-17 23:13:13,NW,-114.08105013878,51.04890162235,Pedestrian incident - Blocking lanes
 Westbound 17 Avenue and 61 Street SE ,2023-08-17 14:53:26,SE,-113.94334941174,51.03791849137,Pedestrian incident - EMS on site
 7 Avenue and 1 Street SE ,2023-08-14 15:10:13,NE,-114.06074165482,51.04642980859,Pedestrian incident - EMS on site
 Macleod Trail and 4 Avenue SE ,2023-08-09 22:20:21,NE,-114.05784152244,51.04919004788,Pedestrian incident - EMS on site
 Centre Street at 7 Avenue SE ,2023-08-09 08:53:16,NE,-114.06292197993,51.04648924595,Pedestrian incident - EMS on site
 41 Avenue and 1 Street NE ,2023-08-04 14:28:35,NE,-114.05989806536,51.08973011303,Pedestrian incident - EMS on site
 5 Avenue and 8 Street SW ,2023-08-03 20:06:05,NW,-114.08105013878,51.04890162235,Pedestrian incident - EMS on site
 8 Street and 13 Avenue SW ,2023-08-02 17:30:08,SW,-114.08159132652,51.04099774084,Pedestrian incident - EMS dispatched
 Northbound 8 Street at 11 Avenue SW ,2023-08-02 17:30:08,SW,-114.08140280089,51.04269783202,Pedestrian incident - EMS dispatched
 Children&#39;s Wy and Smith Street NW ,2023-07-31 06:45:19,NW,-114.14865260937,51.07620931686,Pedestrian incident - EMS on site
 Southbound 36 Street approaching 64 Avenue NE ,2023-07-30 04:45:39,NE,-113.98174241531,51.11323774947,Pedestrian incident - EMS on site
 8 Avenue and 2 Street SW ,2023-07-26 02:01:36,NE,-114.06694213124,51.04564773119,Pedestrian incident - EMS on site
 34 Street and 37 Avenue NE ,2023-07-21 09:17:05,NE,-113.98548026623,51.08666011017,Pedestrian incident - EMS on site
 Northbound Macleod Trail and 10 Avenue SE ,2023-07-21 08:38:05,SE,-114.05827168368,51.0431812773,Pedestrian incident - EMS on site
 68 Street and Abbeydale Drive NE ,2023-07-20 16:14:23,NE,-113.93503139177,51.05964503294,Pedestrian incident - EMS on site
 Cougar Ridge Drive and Cougarstone Court SW ,2023-07-18 20:38:21,NW,-114.21818305169,51.06981534775,Pedestrian incident - EMS on site
 Northbound Centre Street and 13 Avenue NW ,2023-07-17 12:36:32,NE,-114.06251912101,51.06440534,Pedestrian incident - EMS on site
 32 Avenue and 68 Street NW ,2023-07-16 14:18:26,NW,-114.1846576994,51.08153849957,Pedestrian incident - EMS on site
 Westbound Memorial Drive and Edmonton Trail NE ,2023-07-16 12:54:19,NE,-114.05033553746,51.05060185177,Pedestrian incident - EMS on site
 Westbound Memorial Drive and 4 Street NW ,2023-07-15 00:30:07,NW,-114.07151413586,51.05756638591,Pedestrian incident - EMS on site
 Shawville Boulevard and Shalom Wy SE ,2023-07-09 18:16:44,SE,-114.06676121783,50.9068522524,Pedestrian incident - EMS on site
 Northbound Macleod Trail and 25 Avenue SE ,2023-07-09 00:10:12,SE,-114.05967500215,51.03050853301,Pedestrian incident - EMS on site
 58 Avenue at 5 Street SW ,2023-07-05 09:12:27,SW,-114.0754826598,51.00138059831,Pedestrian incident - EMS on site
 Shawville Boulevard and Shawville Road SE ,2023-07-04 11:23:46,SE,-114.06475413178,50.90192679951,Pedestrian incident - EMS on site
 12 Avenue and 3 Street SE ,2023-07-03 17:04:06,SE,-114.05595175698,51.04121644515,Pedestrian incident - EMS on site
 Westbound 16 Avenue approaching 19 Street NW ,2023-07-02 19:47:41,NW,-114.10434920925,51.06703284049,Pedestrian incident - EMS on site
 Centre Street and 8 Avenue SE ,2023-06-27 18:14:01,NE,-114.06300353874,51.04553197533,Pedestrian incident - EMS on site
 Prestwick Avenue and Prestwick Boulevard SE ,2023-06-27 16:45:19,SE,-113.96608308773,50.92218921744,Pedestrian incident - EMS on site
 Eastbound Richmond Road and 50 Street SW ,2023-06-25 15:26:01,SW,-114.15988492838,51.01792760609,Pedestrian incident - EMS on site
 5 Avenue and 33 Street NE ,2023-06-21 16:43:36,NE,-113.98600049072,51.05701414985,Pedestrian incident - EMS on site
 24 Street and Braeside Drive SW ,2023-06-14 13:05:35,SW,-114.11805621805,50.95418733144,Pedestrian incident - EMS on site
 1 Street and 8 Avenue SE ,2023-06-10 13:06:23,NE,-114.06057012797,51.04547231133,Pedestrian incident - EMS on site
 Westbound Southland Drive and Macleod Trail S ,2023-06-09 13:17:28,SE,-114.07045044662,50.96502203756,Pedestrian incident - EMS on site
 9 Avenue and 5 Street SW ,2023-06-08 16:39:41,SW,-114.07400937239,51.04490783991,Pedestrian incident - EMS on site
 McKenzie Towne Drive and Elgin Park Road SE ,2023-06-08 15:40:11,SE,-113.96919004498,50.90961280312,Pedestrian incident - EMS on site
 34 Street and 20 Avenue NE ,2023-06-07 19:23:41,NE,-113.98555653845,51.07136831421,Pedestrian incident - EMS on site
 1 Street and 10 Avenue NW ,2023-06-06 13:43:20,NE,-114.06500653918,51.06157015818,Pedestrian incident - EMS on site
 Southbound 5 Street and 12 Avenue SW ,2023-06-04 13:49:26,SW,-114.07414662701,51.04173374654,Pedestrian incident - EMS on site
 Northbound 14 Street and 13 Avenue SW ,2023-05-31 12:01:12,SW,-114.09470909459,51.04136757382,Pedestrian incident - EMS on site
 34 Street and Sunridge Wy NE ,2023-05-30 12:36:50,NE,-113.98617445626,51.06871103539,Pedestrian incident - EMS on site
 Northbound 4 Street at 8 Avenue SW ,2023-05-26 07:43:52,NW,-114.0715165352,51.04578867765,Pedestrian incident - EMS on site
 10 Avenue and 12 Street SW ,2023-05-25 17:09:36,SW,-114.09124513036,51.04411453703,Pedestrian incident - EMS on site
 10 Street and 17 Avenue SW ,2023-05-21 11:20:21,SW,-114.08703932692,51.03781314948,Pedestrian incident - EMS on site
 Westbound 17 Avenue and 7 Street SW ,2023-05-17 20:19:20,SW,-114.07935812664,51.03781286408,Pedestrian incident - EMS on site
 Northbound 14 Street after John Laurie Boulevard NW ,2023-05-15 16:16:38,NW,-114.09896965537,51.0907799907,Pedestrian incident - EMS on site
 17 Avenue and 6 Street SW ,2023-05-01 23:32:55,SW,-114.07686801789,51.03781084257,Pedestrian incident - EMS on site
 25 Avenue and Macleod Trail S ,2023-05-01 22:47:04,SE,-114.05897346805,51.03097096256,Pedestrian incident - EMS on site
 26a Street and 26 Avenue SW ,2023-04-28 13:48:18,SW,-114.1251829087,51.03006243237,Pedestrian incident - EMS on site
 Southbound 52 Street at 26 Avenue NE ,2023-04-27 22:09:35,NE,-113.95850372591,51.07631641856,Pedestrian incident - EMS on site
 19 Street and 9 Avenue SE ,2023-04-21 16:41:36,SE,-114.01995132252,51.03541833381,Pedestrian incident - EMS on site
 Eastbound 17 Avenue and Deerfoot Trail SE ,2023-04-16 14:48:01,SE,-114.00167006835,51.03697597013,Pedestrian incident - EMS on site
 14 Street and 33 Avenue SW ,2023-04-13 16:24:14,SW,-114.09469238054,51.0240025286,Pedestrian incident - EMS on site
 12 Avenue and Centre Street N ,2023-04-08 16:20:41,NE,-114.06252283218,51.06334760938,Pedestrian incident - EMS on site
 1 Avenue and Edmonton Trail NE ,2023-04-06 16:52:36,NE,-114.05028322963,51.0532686755,Pedestrian incident - EMS on site
 Memorial Drive and 52 Street NE ,2023-04-01 20:58:24,NE,-113.95570722846,51.05323100486,Pedestrian incident - EMS on site
 Westbound Southland Drive and 2 Street SE ,2023-04-01 15:36:57,SE,-114.06437482205,50.96499542789,Pedestrian incident - EMS on site
 38 Street and whitehorn Drive NE ,2023-03-29 19:37:40,NE,-113.97863033994,51.08494490861,Pedestrian incident - EMS dispatched
 Westbound 12 Avenue and Olympic Wy SE ,2023-03-24 22:40:35,SE,-114.05349247556,51.04114729684,Pedestrian incident - EMS on site
 Elbow Drive and 68 Avenue SW ,2023-03-24 13:24:30,SW,-114.0832594664,50.99240771127,Pedestrian incident - EMS dispatched
 61 Avenue and 1a Street SW ,2023-03-21 10:24:04,SE,-114.06764646483,50.99764501008,Pedestrian incident - EMS on site
 68 Street and 37 Avenue NE ,2023-03-20 15:36:34,NE,-113.93517675291,51.08650819641,Pedestrian incident - EMS dispatched
 Royal Terrace and Royal Oak Drive NW ,2023-03-20 08:41:36,NW,-114.23086603381,51.13858082838,Pedestrian incident - EMS on site
 Westbound 17 Avenue and 28 Street SE ,2023-03-16 09:24:13,SE,-113.99305424046,51.03791358579,Pedestrian incident - EMS on site
 Eastbound Memorial Drive and 10 Street NW ,2023-03-15 06:31:07,NW,-114.08586034759,51.05196098759,Pedestrian incident - EMS on site
 4 Street and 14 Avenue SW ,2023-03-11 01:52:28,SW,-114.07150780387,51.03974686019,Pedestrian incident - EMS on site
 11 Avenue and 11 Street SW ,2023-03-09 16:24:06,SW,-114.08884258154,51.04309704169,Pedestrian incident - EMS on site
 Eastbound Richmond Road and Stewart Gr SW ,2023-03-09 12:56:26,SW,-114.17055362239,51.01716376277,Pedestrian incident - EMS on site
 20 Avenue and 48 Street SE ,2023-02-26 20:50:46,SE,-113.9643525038,51.03552481456,Pedestrian incident - EMS on site
 Westbound 6 Avenue and Centre Street S ,2023-02-22 06:24:37,NE,-114.06286708463,51.04744497376,Pedestrian incident - EMS on site
 6 Avenue and 3 Street SE ,2023-02-20 03:00:46,NE,-114.05442147077,51.04722168121,Pedestrian incident - EMS dispatched
 Shawville Boulevard and Shawville Gate SE ,2023-02-19 21:23:28,SE,-114.06185161744,50.89689867095,Pedestrian incident - EMS on site
 Shawville Gate and Shawville Boulevard SE ,2023-02-19 15:23:52,SE,-114.06202203415,50.8974139751,Pedestrian incident - EMS on site
 24 Avenue and University Drive NW ,2023-02-17 13:05:52,NW,-114.12959625241,51.07444664221,Pedestrian incident - EMS dispatched
 42 Avenue and 39 Avenue SE ,2023-02-17 07:10:39,SE,-114.05756697842,51.01593187371,Pedestrian incident - EMS on site
 25 Avenue and Stampede Trail SE ,2023-02-16 21:57:17,SE,-114.05689857898,51.03131054535,Pedestrian incident - EMS on site
 68 Avenue and 4 Street NW ,2023-02-15 15:16:20,NW,-114.07144568189,51.11409536652,Pedestrian incident - EMS dispatched
 Rundlelawn Road and Rundlelawn Road NE ,2023-02-09 08:03:37,NE,-113.97654958084,51.07712528867,Pedestrian incident - EMS dispatched
 Eastbound Memorial Drive at 39 Street SE ,2023-02-08 20:11:05,NE,-113.9769255901,51.05248719692,Pedestrian incident - EMS on site
 17 Avenue at 4 Street SW ,2023-02-08 19:01:58,SW,-114.07148204062,51.03783053229,Pedestrian incident - EMS dispatched
 68 Street and 12 Avenue NE ,2023-02-07 08:10:52,NE,-113.93556481734,51.06279532214,Pedestrian incident - EMS on site
 Harvest Hills Boulevard and 96 Avenue NE ,2023-02-04 16:43:09,NE,-114.0693214551,51.1424884253,Pedestrian incident - EMS dispatched
 Memorial Drive west of 28 Street SE ,2023-02-02 04:39:35,NE,-113.99401729645,51.04760915934,Pedestrian incident - EMS dispatched
 1 Street and 10 Avenue SE ,2023-01-31 10:01:44,SE,-114.06072866217,51.0432553605,Pedestrian incident - EMS on site
 17 Avenue and 5 Street SW ,2023-01-28 19:15:59,SW,-114.0742906804,51.0378294999,Pedestrian incident - EMS dispatched
 Dalhousie Drive and Dalton Drive NW ,2023-01-27 08:22:11,NW,-114.14747605151,51.10332841515,Pedestrian incident - EMS on site
 17 Avenue and 50 Street SE ,2023-01-26 12:41:36,SE,-113.96137262047,51.03792916406,Pedestrian incident - EMS dispatched
 Northbound Deerfoot Trail after Peigan Trail SE ,2023-01-24 18:48:04,SE,-114.00057871951,51.02370638262,Pedestrian incident - EMS on site
 Northbound Deerfoot Trail after Peigan Trail SE ,2023-01-24 18:48:04,SE,-114.00037032733,51.02419084191,Pedestrian incident - EMS on site
 Northbound Deerfoot Trail after Peigan Trail SE ,2023-01-24 18:48:04,SE,-114.00043846138,51.02401904727,Pedestrian incident - EMS on site
 Westbound 17 Avenue and 1 Street SW ,2023-01-23 17:47:49,SE,-114.0660638084,51.03783174285,Pedestrian incident - EMS on site
 Forge Road and Farrell Road SE ,2023-01-23 12:07:30,SE,-114.05952618724,50.99356508896,Pedestrian incident - EMS on site
 Eastbound 16 Avenue and 17 Street NW ,2023-01-20 21:14:13,NW,-114.10209276154,51.06701226877,Pedestrian incident - EMS on site
 Southbound 52 Street and 61 Avenue SE ,2023-01-19 07:35:14,SE,-113.95862577866,50.9990991422,Pedestrian incident - EMS dispatched
 16 Avenue and 44 Street NW ,2023-01-18 01:35:24,NW,-114.15955045919,51.06908383165,Pedestrian incident - EMS on site
 17 Avenue and 5 Street SW ,2023-01-16 20:19:22,SW,-114.0742906804,51.0378294999,Pedestrian incident - EMS on site
 46 Avenue and 45 Street SW ,2023-01-16 13:38:22,SW,-114.15280810869,51.01248629797,Pedestrian incident - EMS on site
 17 Avenue and 6 Street SW ,2023-01-16 12:37:48,SW,-114.07686801789,51.03781084257,Pedestrian incident - EMS dispatched
 Northbound 18 Street at Riverglen Drive SE ,2023-01-16 07:37:06,SE,-114.01561261575,50.97578852401,Pedestrian incident - EMS on site
 Northbound 18 Street at Riverglen Drive SE ,2023-01-16 07:37:06,SE,-114.01571871277,50.97582626711,Pedestrian incident - EMS on site
 12 Avenue and 2 Street SW ,2023-01-15 13:18:21,SE,-114.06833799196,51.04109416124,Pedestrian incident - EMS dispatched
 Northbound Banff Trail approaching Crowchild Trail NW ,2023-01-14 18:36:31,NW,-114.11669231524,51.07220436129,Pedestrian incident - EMS on site
 64 Avenue and Centre Street N ,2023-01-13 19:46:50,NE,-114.06288232678,51.11070598048,Pedestrian incident - EMS on site
 11 Avenue and 14 Street SW ,2023-01-11 23:07:47,SW,-114.09475574429,51.04326518008,Pedestrian incident - EMS on site
 Southbound 36 Street and 5 Avenue NE ,2023-01-11 11:48:00,NE,-113.98194167239,51.05671468527,Pedestrian incident - EMS on site
 Ranchlands Wy and Ranchlands Boulevard NW ,2023-01-11 07:26:59,NW,-114.19602325311,51.12271365299,Pedestrian incident - EMS dispatched
 Richmond Road and 20 Avenue SW ,2023-01-09 12:35:55,SW,-114.11119798565,51.03526905839,Pedestrian incident - EMS dispatched
